zfish_id,human_symbol,human_ensg,gene_name
ENSDARG00000101145,LIPE,ENSDARG00000101145,lipeb
ENSDARG00000040482,OSBPL3,ENSDARG00000040482,osbpl3b
ENSDARG00000087616,MAPT,ENSDARG00000087616,maptb
ENSDARG00000026616,MS4A6A,ENSDARG00000026616,zgc_113425
ENSDARG00000026616,MS4A2,ENSDARG00000026616,zgc_113425
ENSDARG00000026616,MS4A6E,ENSDARG00000026616,zgc_113425
ENSDARG00000026616,MS4A7,ENSDARG00000026616,zgc_113425
ENSDARG00000026616,MS4A14,ENSDARG00000026616,zgc_113425
ENSDARG00000026616,MS4A5,ENSDARG00000026616,zgc_113425
ENSDARG00000026616,MS4A15,ENSDARG00000026616,zgc_113425
ENSDARG00000026616,MS4A10,ENSDARG00000026616,zgc_113425
ENSDARG00000026616,MS4A13,ENSDARG00000026616,zgc_113425
ENSDARG00000026616,MS4A18,ENSDARG00000026616,zgc_113425
ENSDARG00000040615,ILKAP,ENSDARG00000040615,ilkap
ENSDARG00000056624,VEGFD,ENSDARG00000056624,vegfd
ENSDARG00000057299,PBDC1,ENSDARG00000057299,pbdc1
ENSDARG00000023694,SPON1,ENSDARG00000023694,spon1b
ENSDARG00000053481,ENTPD5,ENSDARG00000053481,entpd5a
ENSDARG00000029443,HSH2D,ENSDARG00000029443,zgc_92242
ENSDARG00000070278,METTL14,ENSDARG00000070278,mettl14
ENSDARG00000054856,CSKMT,ENSDARG00000054856,CSKMT
ENSDARG00000062423,FTCDNL1,ENSDARG00000062423,zgc_153901
ENSDARG00000039974,RAI14,ENSDARG00000039974,rai14
ENSDARG00000054968,TNFRSF1B,ENSDARG00000054968,cd40
ENSDARG00000054968,TNFRSF10A,ENSDARG00000054968,cd40
ENSDARG00000054968,LTBR,ENSDARG00000054968,cd40
ENSDARG00000054968,TNFRSF10B,ENSDARG00000054968,cd40
ENSDARG00000054968,TNFRSF8,ENSDARG00000054968,cd40
ENSDARG00000054968,CD27,ENSDARG00000054968,cd40
ENSDARG00000054968,TNFRSF11A,ENSDARG00000054968,cd40
ENSDARG00000054968,TNFRSF14,ENSDARG00000054968,cd40
ENSDARG00000054968,TNFRSF10D,ENSDARG00000054968,cd40
ENSDARG00000054968,TNFRSF10C,ENSDARG00000054968,cd40
ENSDARG00000054968,TNFRSF4,ENSDARG00000054968,cd40
ENSDARG00000054968,TNFRSF18,ENSDARG00000054968,cd40
ENSDARG00000054968,TNFRSF25,ENSDARG00000054968,cd40
ENSDARG00000022660,ARMC2,ENSDARG00000022660,armc2
ENSDARG00000042742,STX6,ENSDARG00000042742,stx6
ENSDARG00000092660,CYP27C1,ENSDARG00000092660,cyp27c1
ENSDARG00000094854,MS4A6A,ENSDARG00000094854,ms4a17a.9
ENSDARG00000094854,MS4A2,ENSDARG00000094854,ms4a17a.9
ENSDARG00000094854,MS4A1,ENSDARG00000094854,ms4a17a.9
ENSDARG00000094854,MS4A6E,ENSDARG00000094854,ms4a17a.9
ENSDARG00000094854,MS4A7,ENSDARG00000094854,ms4a17a.9
ENSDARG00000094854,MS4A14,ENSDARG00000094854,ms4a17a.9
ENSDARG00000094854,MS4A5,ENSDARG00000094854,ms4a17a.9
ENSDARG00000094854,MS4A15,ENSDARG00000094854,ms4a17a.9
ENSDARG00000094854,MS4A10,ENSDARG00000094854,ms4a17a.9
ENSDARG00000094854,MS4A13,ENSDARG00000094854,ms4a17a.9
ENSDARG00000094854,MS4A18,ENSDARG00000094854,ms4a17a.9
ENSDARG00000006601,KAZN,ENSDARG00000006601,kaznb
ENSDARG00000074221,ABCA7,ENSDARG00000074221,zgc_172302
ENSDARG00000060445,ELP6,ENSDARG00000060445,elp6
ENSDARG00000069326,MUS81,ENSDARG00000069326,mus81
ENSDARG00000054162,NFATC4,ENSDARG00000054162,nfatc4
ENSDARG00000075851,OAF,ENSDARG00000075851,oafa
ENSDARG00000102865,CARNMT1,ENSDARG00000102865,carnmt1
ENSDARG00000035506,ENTPD2,ENSDARG00000035506,entpd2a.1
ENSDARG00000035958,TNNI2,ENSDARG00000035958,tnni2b.1
ENSDARG00000061257,C17orf75,ENSDARG00000061257,zgc_153240
ENSDARG00000043589,CA4,ENSDARG00000043589,ca4a
ENSDARG00000013222,SLC35A3,ENSDARG00000013222,slc35a3a
ENSDARG00000008727,RGPD5,ENSDARG00000008727,ranbp3a
ENSDARG00000008727,RGPD3,ENSDARG00000008727,ranbp3a
ENSDARG00000008727,RGPD8,ENSDARG00000008727,ranbp3a
ENSDARG00000008727,RGPD6,ENSDARG00000008727,ranbp3a
ENSDARG00000008727,RGPD2,ENSDARG00000008727,ranbp3a
ENSDARG00000008727,RGPD1,ENSDARG00000008727,ranbp3a
ENSDARG00000008727,RGPD4,ENSDARG00000008727,ranbp3a
ENSDARG00000078653,RALBP1,ENSDARG00000078653,ralbp1
ENSDARG00000092651,SGO2,ENSDARG00000092651,si_dkey-57a22.11
ENSDARG00000026322,DHRS13,ENSDARG00000026322,dhrs13a.1
ENSDARG00000020611,C19orf47,ENSDARG00000020611,si_ch211-160d20.3
ENSDARG00000069672,TYW5,ENSDARG00000069672,tyw5
ENSDARG00000021233,PGLS,ENSDARG00000021233,pgls
ENSDARG00000054907,COX7A2L,ENSDARG00000054907,cox7a2l
ENSDARG00000104387,SLC4A5,ENSDARG00000104387,si_ch211-48m9.1
ENSDARG00000060021,VCPKMT,ENSDARG00000060021,vcpkmt
ENSDARG00000103545,DYNLT5,ENSDARG00000103545,tctex1d1
ENSDARG00000102381,SLC44A4,ENSDARG00000102381,slc44a4
ENSDARG00000005210,CORO2A,ENSDARG00000005210,coro2a
ENSDARG00000002656,STXBP5,ENSDARG00000002656,stxbp5a
ENSDARG00000078066,ELK1,ENSDARG00000078066,elk1
ENSDARG00000000606,DNAH6,ENSDARG00000000606,dnah6
ENSDARG00000051896,FBN2,ENSDARG00000051896,fbn2a
ENSDARG00000100694,TNNT2,ENSDARG00000100694,tnnt2b
ENSDARG00000103277,CYP24A1,ENSDARG00000103277,cyp24a1
ENSDARG00000099546,KYNU,ENSDARG00000099546,kynu
ENSDARG00000101210,GLG1,ENSDARG00000101210,glg1b
ENSDARG00000063578,DGKI,ENSDARG00000063578,DGKI
ENSDARG00000101749,DHRS2,ENSDARG00000101749,zgc_92161
ENSDARG00000101749,HSD11B1,ENSDARG00000101749,zgc_92161
ENSDARG00000101749,DHRS4,ENSDARG00000101749,zgc_92161
ENSDARG00000101749,CBR3,ENSDARG00000101749,zgc_92161
ENSDARG00000101749,DHRS4L2,ENSDARG00000101749,zgc_92161
ENSDARG00000103454,TRPM6,ENSDARG00000103454,trpm6
ENSDARG00000116743,RNPS1,ENSDARG00000116743,rnps1
ENSDARG00000011257,ENPP2,ENSDARG00000011257,enpp2
ENSDARG00000043553,FOXN3,ENSDARG00000043553,ches1
ENSDARG00000092556,FBXL19,ENSDARG00000092556,si_ch211-214j8.12
ENSDARG00000036985,PLXNB2,ENSDARG00000036985,plxnb2b
ENSDARG00000098588,GCHFR,ENSDARG00000098588,gchfr
ENSDARG00000003462,FECH,ENSDARG00000003462,fech
ENSDARG00000070055,ARFIP1,ENSDARG00000070055,arfip1
ENSDARG00000056239,TMEM45B,ENSDARG00000056239,tmem45b
ENSDARG00000102234,CES5A,ENSDARG00000102234,si_ch211-71n6.4
ENSDARG00000102234,CES4A,ENSDARG00000102234,si_ch211-71n6.4
ENSDARG00000102234,CES2,ENSDARG00000102234,si_ch211-71n6.4
ENSDARG00000102234,CES1,ENSDARG00000102234,si_ch211-71n6.4
ENSDARG00000104290,RIPK2,ENSDARG00000104290,ripk2
ENSDARG00000045927,SLC25A44,ENSDARG00000045927,slc25a44a
ENSDARG00000102100,MRC1,ENSDARG00000102100,mrc1a
ENSDARG00000051853,GALNS,ENSDARG00000051853,galns
ENSDARG00000078864,LATS2,ENSDARG00000078864,lats2
ENSDARG00000036473,SNAPC2,ENSDARG00000036473,snapc2
ENSDARG00000078136,WDR47,ENSDARG00000078136,wdr47a
ENSDARG00000078918,COMTD1,ENSDARG00000078918,comtd1
ENSDARG00000088116,GSTM3,ENSDARG00000088116,gstm.3
ENSDARG00000040387,MMD,ENSDARG00000040387,mmd
ENSDARG00000079912,RAPGEFL1,ENSDARG00000079912,rapgefl1
ENSDARG00000062947,AMN,ENSDARG00000062947,amn
ENSDARG00000086034,NECTIN1,ENSDARG00000086034,nectin1b
ENSDARG00000101057,SRSF7,ENSDARG00000101057,srsf7b
ENSDARG00000074414,SEMA4B,ENSDARG00000074414,sema4ba
ENSDARG00000060788,LRRC14B,ENSDARG00000060788,lrrc14b
ENSDARG00000090793,MISP3,ENSDARG00000090793,si_ch211-207j7.2
ENSDARG00000069244,PARP15,ENSDARG00000069244,si_ch211-244b2.3
ENSDARG00000031046,NR1I3,ENSDARG00000031046,nr1h5
ENSDARG00000061368,KLF16,ENSDARG00000061368,klf13
ENSDARG00000061368,KLF17,ENSDARG00000061368,klf13
ENSDARG00000061368,KLF14,ENSDARG00000061368,klf13
ENSDARG00000061368,KLF18,ENSDARG00000061368,klf13
ENSDARG00000077782,ACER2,ENSDARG00000077782,acer2
ENSDARG00000053248,INA,ENSDARG00000053248,inab
ENSDARG00000060925,JARID2,ENSDARG00000060925,jarid2a
ENSDARG00000010318,SRPX,ENSDARG00000010318,srpx
ENSDARG00000067801,SEMA4D,ENSDARG00000067801,CABZ01064472.1
ENSDARG00000063133,SLC4A10,ENSDARG00000063133,slc4a10a
ENSDARG00000063433,ATP13A4,ENSDARG00000063433,atp2b2
ENSDARG00000063433,ATP1A4,ENSDARG00000063433,atp2b2
ENSDARG00000063433,ATP2B2,ENSDARG00000063433,atp2b2
ENSDARG00000063433,ATP13A5,ENSDARG00000063433,atp2b2
ENSDARG00000018022,MSH2,ENSDARG00000018022,msh2
ENSDARG00000069114,UNC93B1,ENSDARG00000069114,unc93b1
ENSDARG00000077852,SAMD11,ENSDARG00000077852,samd11
ENSDARG00000089236,METTL15,ENSDARG00000089236,mettl15
ENSDARG00000036775,DTD2,ENSDARG00000036775,dtd2
ENSDARG00000058020,FBXW9,ENSDARG00000058020,fbxw9
ENSDARG00000045773,PYURF,ENSDARG00000045773,PYURF
ENSDARG00000002986,GDA,ENSDARG00000002986,gda
ENSDARG00000079585,PKN3,ENSDARG00000079585,pkn3
ENSDARG00000059963,POLK,ENSDARG00000059963,polk
ENSDARG00000088247,LRRN4CL,ENSDARG00000088247,si_ch1073-303k11.2
ENSDARG00000062204,SIGIRR,ENSDARG00000062204,sigirr
ENSDARG00000098849,SLC25A29,ENSDARG00000098849,SLC25A29
ENSDARG00000091560,SLC6A19,ENSDARG00000091560,slc6a19a.2
ENSDARG00000102442,FOLR1,ENSDARG00000102442,folr
ENSDARG00000102442,FOLR3,ENSDARG00000102442,folr
ENSDARG00000102442,FOLR2,ENSDARG00000102442,folr
ENSDARG00000102442,IZUMO1R,ENSDARG00000102442,folr
ENSDARG00000078770,GNPAT,ENSDARG00000078770,si_ch73-21k16.5
ENSDARG00000073704,DEPP1,ENSDARG00000073704,si_dkeyp-72g9.4
ENSDARG00000011618,SLC26A2,ENSDARG00000011618,slc26a2
ENSDARG00000014248,PDLIM3,ENSDARG00000014248,pdlim3b
ENSDARG00000052113,HEXA,ENSDARG00000052113,hexa
ENSDARG00000104325,PLEK,ENSDARG00000104325,plek
ENSDARG00000040547,B3GAT1,ENSDARG00000040547,b3gat1a
ENSDARG00000004184,NF1,ENSDARG00000004184,nf1b
ENSDARG00000027129,TMEM218,ENSDARG00000027129,tmem218
ENSDARG00000111822,RAMP3,ENSDARG00000111822,RAMP3
ENSDARG00000053010,LPCAT2,ENSDARG00000053010,lpcat2
ENSDARG00000073792,MAN1B1,ENSDARG00000073792,man1b1a
ENSDARG00000076104,SEMA4B,ENSDARG00000076104,sema4bb
ENSDARG00000098215,BICD2,ENSDARG00000098215,BICD2
ENSDARG00000060398,RFT1,ENSDARG00000060398,rft1
ENSDARG00000101696,HYCC2,ENSDARG00000101696,zgc_158316
ENSDARG00000087863,CD44,ENSDARG00000087863,cd44a
ENSDARG00000059886,FAM222B,ENSDARG00000059886,fam222ba
ENSDARG00000070809,ZNF219,ENSDARG00000070809,znf516
ENSDARG00000103413,RTBDN,ENSDARG00000103413,zgc_109949
ENSDARG00000062114,TENT4A,ENSDARG00000062114,tent4a
ENSDARG00000052897,ATXN2,ENSDARG00000052897,atxn2
ENSDARG00000093003,ACY3,ENSDARG00000093003,acy3.1
ENSDARG00000098826,PLCL2,ENSDARG00000098826,plcl2
ENSDARG00000103529,SNX1,ENSDARG00000103529,snx1b
ENSDARG00000063268,SLC35G1,ENSDARG00000063268,SLC35G1
ENSDARG00000010844,KRAS,ENSDARG00000010844,kras
ENSDARG00000023933,SKIL,ENSDARG00000023933,skila
ENSDARG00000103984,CYTH4,ENSDARG00000103984,cyth4b
ENSDARG00000098857,IL12RB1,ENSDARG00000098857,lifra
ENSDARG00000098857,IL27RA,ENSDARG00000098857,lifra
ENSDARG00000098857,OSMR,ENSDARG00000098857,lifra
ENSDARG00000098857,IL2RG,ENSDARG00000098857,lifra
ENSDARG00000098857,IL6R,ENSDARG00000098857,lifra
ENSDARG00000098857,IL23R,ENSDARG00000098857,lifra
ENSDARG00000098857,IL3RA,ENSDARG00000098857,lifra
ENSDARG00000098857,CRLF2,ENSDARG00000098857,lifra
ENSDARG00000092347,KATNIP,ENSDARG00000092347,si_dkey-161j23.6
ENSDARG00000030573,NUDT1,ENSDARG00000030573,nudt1
ENSDARG00000102426,FUT5,ENSDARG00000102426,zgc_165519
ENSDARG00000102426,FUT6,ENSDARG00000102426,zgc_165519
ENSDARG00000102426,FUT3,ENSDARG00000102426,zgc_165519
ENSDARG00000033579,MTRF1,ENSDARG00000033579,mtrf1
ENSDARG00000101282,ZSWIM6,ENSDARG00000101282,zswim6
ENSDARG00000070669,CXCR3,ENSDARG00000070669,cxcr3.3
ENSDARG00000068231,CRACR2A,ENSDARG00000068231,CRACR2A
ENSDARG00000001769,PTPRA,ENSDARG00000001769,ptpra
ENSDARG00000018069,RDH11,ENSDARG00000018069,rdh12
ENSDARG00000006878,PHF21A,ENSDARG00000006878,phf21aa
ENSDARG00000003167,MLST8,ENSDARG00000003167,mlst8
ENSDARG00000051761,TRIM44,ENSDARG00000051761,trim44
ENSDARG00000068876,DHFR2,ENSDARG00000068876,zgc_153031
ENSDARG00000068876,DHFR,ENSDARG00000068876,zgc_153031
ENSDARG00000098720,LPL,ENSDARG00000098720,FP245456.1
ENSDARG00000036155,GLA,ENSDARG00000036155,gla
ENSDARG00000053479,GDF7,ENSDARG00000053479,gdf6a
ENSDARG00000089578,XRRA1,ENSDARG00000089578,xrra1
ENSDARG00000098696,RELA,ENSDARG00000098696,rela
ENSDARG00000017657,C1orf74,ENSDARG00000017657,zgc_112163
ENSDARG00000046012,SLC47A1,ENSDARG00000046012,slc47a1
ENSDARG00000046012,SLC47A2,ENSDARG00000046012,slc47a1
ENSDARG00000052131,GLI3,ENSDARG00000052131,gli3
ENSDARG00000100722,TRNP1,ENSDARG00000100722,si_ch211-160f23.7
ENSDARG00000045611,NFYB,ENSDARG00000045611,nfybb
ENSDARG00000016750,ABCC11,ENSDARG00000016750,abcc6a
ENSDARG00000016750,ABCC10,ENSDARG00000016750,abcc6a
ENSDARG00000104256,BCO1,ENSDARG00000104256,bco1
ENSDARG00000059455,DQX1,ENSDARG00000059455,dqx1
ENSDARG00000102419,AZI2,ENSDARG00000102419,azi2
ENSDARG00000092077,FBXO44,ENSDARG00000092077,si_dkey-147f3.4
ENSDARG00000099516,METTL23,ENSDARG00000099516,mettl23
ENSDARG00000101081,PTPRU,ENSDARG00000101081,ptprub
ENSDARG00000014891,ROBO2,ENSDARG00000014891,robo2
ENSDARG00000062942,KCNA1,ENSDARG00000062942,kcna1a
ENSDARG00000034409,PIK3R3,ENSDARG00000034409,pik3r3b
ENSDARG00000086057,PLXND1,ENSDARG00000086057,plxnd1
ENSDARG00000045011,TAPBP,ENSDARG00000045011,tapbp.2
ENSDARG00000038186,RDM1,ENSDARG00000038186,zgc_103564
ENSDARG00000058280,SPAG17,ENSDARG00000058280,si_dkey-208b23.5
ENSDARG00000079915,POT1,ENSDARG00000079915,pot1
ENSDARG00000070794,GREB1,ENSDARG00000070794,greb1
ENSDARG00000024954,TMED4,ENSDARG00000024954,tmed4
ENSDARG00000077330,SH3TC1,ENSDARG00000077330,SH3TC1
ENSDARG00000098175,DGKA,ENSDARG00000098175,dgkab
ENSDARG00000008306,RDH5,ENSDARG00000008306,rdh5
ENSDARG00000111916,SAP30L,ENSDARG00000111916,CABZ01050105.2
ENSDARG00000040778,RALB,ENSDARG00000040778,ralba
ENSDARG00000053026,KIF19,ENSDARG00000053026,kif19
ENSDARG00000093799,SETBP1,ENSDARG00000093799,setbp1
ENSDARG00000107441,TANC2,ENSDARG00000107441,TANC2
ENSDARG00000060176,TRMT10B,ENSDARG00000060176,trmt10b
ENSDARG00000102631,HOXD11,ENSDARG00000102631,hoxc11b
ENSDARG00000104016,LGALS4,ENSDARG00000104016,si_dkey-151j17.4
ENSDARG00000102867,SRF,ENSDARG00000102867,srfb
ENSDARG00000104255,ARHGAP27,ENSDARG00000104255,arhgap27
ENSDARG00000067626,YWHAG,ENSDARG00000067626,ywhag1
ENSDARG00000089458,RP1L1,ENSDARG00000089458,rp1l1a
ENSDARG00000026736,IL12RB1,ENSDARG00000026736,il11ra
ENSDARG00000026736,IL27RA,ENSDARG00000026736,il11ra
ENSDARG00000026736,GHR,ENSDARG00000026736,il11ra
ENSDARG00000026736,IL13RA1,ENSDARG00000026736,il11ra
ENSDARG00000026736,IL11RA,ENSDARG00000026736,il11ra
ENSDARG00000026736,OSMR,ENSDARG00000026736,il11ra
ENSDARG00000026736,IL2RG,ENSDARG00000026736,il11ra
ENSDARG00000026736,IL6R,ENSDARG00000026736,il11ra
ENSDARG00000026736,IL23R,ENSDARG00000026736,il11ra
ENSDARG00000026736,IL3RA,ENSDARG00000026736,il11ra
ENSDARG00000026736,CRLF2,ENSDARG00000026736,il11ra
ENSDARG00000021547,VRK2,ENSDARG00000021547,vrk2
ENSDARG00000012915,ECH1,ENSDARG00000012915,ech1
ENSDARG00000075421,PTTG1,ENSDARG00000075421,pttg1
ENSDARG00000075421,PTTG2,ENSDARG00000075421,pttg1
ENSDARG00000041237,MED18,ENSDARG00000041237,med18
ENSDARG00000070434,RHOV,ENSDARG00000070434,rhov
ENSDARG00000077317,SNX29,ENSDARG00000077317,snx29
ENSDARG00000045091,MRPL10,ENSDARG00000045091,mrpl10
ENSDARG00000060192,RPUSD1,ENSDARG00000060192,rpusd1
ENSDARG00000043010,CAMK2D,ENSDARG00000043010,camk2d1
ENSDARG00000056726,TMT1A,ENSDARG00000056726,mettl7a
ENSDARG00000094984,IFI44L,ENSDARG00000094984,si_ch211-197g15.8
ENSDARG00000094984,IFI44,ENSDARG00000094984,si_ch211-197g15.8
ENSDARG00000117133,CSTA,ENSDARG00000117133,cst14b.1
ENSDARG00000102436,WIZ,ENSDARG00000102436,si_ch211-194b1.1
ENSDARG00000055240,XDH,ENSDARG00000055240,xdh
ENSDARG00000003576,KLHL32,ENSDARG00000003576,klhl32
ENSDARG00000033234,STMN2,ENSDARG00000033234,stmn2a
ENSDARG00000028442,CPLANE2,ENSDARG00000028442,cplane2
ENSDARG00000052575,ARL13A,ENSDARG00000052575,arl13a
ENSDARG00000077788,ARHGEF10,ENSDARG00000077788,arhgef10
ENSDARG00000053106,CEP44,ENSDARG00000053106,cep44
ENSDARG00000033201,CRIP2,ENSDARG00000033201,zgc_101840
ENSDARG00000026907,SLC48A1,ENSDARG00000026907,slc48a1a
ENSDARG00000034773,NCAPD3,ENSDARG00000034773,ncapd3
ENSDARG00000098631,DST,ENSDARG00000098631,CABZ01044277.1
ENSDARG00000018107,RAB3D,ENSDARG00000018107,rab3da
ENSDARG00000007996,POU2F1,ENSDARG00000007996,pou2f1b
ENSDARG00000020084,TG,ENSDARG00000020084,tg
ENSDARG00000039937,CCDC172,ENSDARG00000039937,ccdc172
ENSDARG00000029497,TFCP2L1,ENSDARG00000029497,tfcp2l1
ENSDARG00000068227,TMEM150A,ENSDARG00000068227,tmem150aa
ENSDARG00000077207,LZTS2,ENSDARG00000077207,lzts2b
ENSDARG00000020822,IFT22,ENSDARG00000020822,ift22
ENSDARG00000009209,SLC9A6,ENSDARG00000009209,slc9a6a
ENSDARG00000017905,CASP3,ENSDARG00000017905,casp3a
ENSDARG00000109902,TMEM254,ENSDARG00000109902,tmem254
ENSDARG00000055874,CPE,ENSDARG00000055874,cpe
ENSDARG00000103692,P4HA3,ENSDARG00000103692,p4ha3
ENSDARG00000038270,PIGG,ENSDARG00000038270,PIGG
ENSDARG00000076858,TCIM,ENSDARG00000076858,TCIM (1 of many)
ENSDARG00000056656,TSPAN18,ENSDARG00000056656,tspan18a
ENSDARG00000022763,HPCAL1,ENSDARG00000022763,hpcal1
ENSDARG00000097662,TESMIN,ENSDARG00000097662,tesmin
ENSDARG00000013461,SUPT7L,ENSDARG00000013461,supt7l
ENSDARG00000030839,TESC,ENSDARG00000030839,tescb
ENSDARG00000044433,SNED1,ENSDARG00000044433,sned1
ENSDARG00000101676,KLHL28,ENSDARG00000101676,KLHL28
ENSDARG00000068601,ATMIN,ENSDARG00000068601,atmin
ENSDARG00000092882,KATNIP,ENSDARG00000092882,si_dkey-161j23.7
ENSDARG00000027825,NAA50,ENSDARG00000027825,naa50
ENSDARG00000099412,BCAN,ENSDARG00000099412,bcan
ENSDARG00000013441,HEY2,ENSDARG00000013441,hey2
ENSDARG00000054255,DYNLT2B,ENSDARG00000054255,tctex1d2
ENSDARG00000111129,ACY1,ENSDARG00000111129,acy1
ENSDARG00000088709,TNFAIP8L3,ENSDARG00000088709,tnfaip8l3
ENSDARG00000100549,TMEM38B,ENSDARG00000100549,CABZ01079427.1
ENSDARG00000073944,ZFHX2,ENSDARG00000073944,si_ch73-386h18.1
ENSDARG00000041402,ZC3H14,ENSDARG00000041402,zc3h14
ENSDARG00000011941,BMPR2,ENSDARG00000011941,bmpr2a
ENSDARG00000052114,CRTC3,ENSDARG00000052114,crtc3
ENSDARG00000098578,PDGFA,ENSDARG00000098578,pdgfab
ENSDARG00000042123,NUDT3,ENSDARG00000042123,nudt3b
ENSDARG00000097017,MICAL3,ENSDARG00000097017,mical3a
ENSDARG00000078606,C1orf131,ENSDARG00000078606,zgc_194224
ENSDARG00000001804,TVP23B,ENSDARG00000001804,zgc_112148
ENSDARG00000001804,TVP23C,ENSDARG00000001804,zgc_112148
ENSDARG00000015240,CDKL5,ENSDARG00000015240,cdkl5
ENSDARG00000099690,VASP,ENSDARG00000099690,vaspa
ENSDARG00000025699,MBD1,ENSDARG00000025699,mbd1b
ENSDARG00000013360,SH3GL3,ENSDARG00000013360,sh3gl3a
ENSDARG00000068480,MAP7D2,ENSDARG00000068480,map7d2a
ENSDARG00000031246,HBEGF,ENSDARG00000031246,hbegfb
ENSDARG00000062949,NT5DC3,ENSDARG00000062949,nt5dc3
ENSDARG00000116353,LRP4,ENSDARG00000116353,LRP4
ENSDARG00000095086,CFDP1,ENSDARG00000095086,cfdp1
ENSDARG00000090195,MTX3,ENSDARG00000090195,mtx3
ENSDARG00000003157,NFKBIL1,ENSDARG00000003157,nfkbil1
ENSDARG00000113296,TNPO2,ENSDARG00000113296,LO017722.1
ENSDARG00000039881,CEMIP,ENSDARG00000039881,cemip
ENSDARG00000004455,P2RX5,ENSDARG00000004455,p2rx5
ENSDARG00000107385,AARS2,ENSDARG00000107385,aars2
ENSDARG00000045754,METTL25,ENSDARG00000045754,mettl25
ENSDARG00000110709,ZDHHC21,ENSDARG00000110709,zdhhc21
ENSDARG00000018693,CDH2,ENSDARG00000018693,cdh2
ENSDARG00000013926,SLC16A9,ENSDARG00000013926,slc16a9a
ENSDARG00000032780,PIGF,ENSDARG00000032780,pigf
ENSDARG00000035470,SH3GLB2,ENSDARG00000035470,sh3glb2b
ENSDARG00000110954,LIMD1,ENSDARG00000110954,CABZ01043952.1
ENSDARG00000007885,FANCL,ENSDARG00000007885,fancl
ENSDARG00000079388,AGRN,ENSDARG00000079388,agrn
ENSDARG00000038668,GBP6,ENSDARG00000038668,gbp1
ENSDARG00000108038,DOCK2,ENSDARG00000108038,CABZ01109481.1
ENSDARG00000062381,DENND11,ENSDARG00000062381,si_ch211-238n5.4
ENSDARG00000017385,B9D2,ENSDARG00000017385,b9d2
ENSDARG00000074842,SNX8,ENSDARG00000074842,snx8a
ENSDARG00000007824,CAMTA1,ENSDARG00000007824,camta1b
ENSDARG00000042157,PPIL6,ENSDARG00000042157,ppil6
ENSDARG00000074014,PLAAT1,ENSDARG00000074014,zgc_194275
ENSDARG00000070145,MAGI1,ENSDARG00000070145,magi1a
ENSDARG00000015176,ROR1,ENSDARG00000015176,ror1
ENSDARG00000077387,TCTE1,ENSDARG00000077387,tcte1
ENSDARG00000041239,WDR20,ENSDARG00000041239,wdr20b
ENSDARG00000103848,APBA1,ENSDARG00000103848,apba1a
ENSDARG00000055514,S100A16,ENSDARG00000055514,icn2
ENSDARG00000079324,ANO9,ENSDARG00000079324,ano9b
ENSDARG00000014181,FOXF2,ENSDARG00000014181,foxp1b
ENSDARG00000014181,FOXI1,ENSDARG00000014181,foxp1b
ENSDARG00000073847,RBM15,ENSDARG00000073847,rbm15
ENSDARG00000002131,CELF2,ENSDARG00000002131,celf2
ENSDARG00000073957,TOX3,ENSDARG00000073957,tox3
ENSDARG00000104300,WIPF1,ENSDARG00000104300,wipf1a
ENSDARG00000058127,KLHDC9,ENSDARG00000058127,hcfc2
ENSDARG00000019525,TBCEL,ENSDARG00000019525,tbcelb
ENSDARG00000053890,TMEM62,ENSDARG00000053890,tmem62
ENSDARG00000004114,TTI1,ENSDARG00000004114,tti1
ENSDARG00000024090,DNAJC4,ENSDARG00000024090,dnajc4
ENSDARG00000004074,BACH2,ENSDARG00000004074,bach2b
ENSDARG00000114922,PWWP2A,ENSDARG00000114922,CU855895.2
ENSDARG00000056491,IKZF5,ENSDARG00000056491,ikzf5
ENSDARG00000009748,DFFB,ENSDARG00000009748,dffb
ENSDARG00000074759,CCAR1,ENSDARG00000074759,ccar1
ENSDARG00000037309,GATB,ENSDARG00000037309,gatb
ENSDARG00000053380,ENTREP2,ENSDARG00000053380,fam189a1
ENSDARG00000034105,MTUS1,ENSDARG00000034105,mtus1b
ENSDARG00000032157,GRK6,ENSDARG00000032157,grk6
ENSDARG00000044073,FUCA2,ENSDARG00000044073,fuca2
ENSDARG00000079104,MFHAS1,ENSDARG00000079104,mfhas1
ENSDARG00000105744,PTPRR,ENSDARG00000105744,ptprr
ENSDARG00000057679,SH2B1,ENSDARG00000057679,sh2b1
ENSDARG00000032116,CNOT7,ENSDARG00000032116,cnot7
ENSDARG00000107534,ERICH2,ENSDARG00000107534,erich2
ENSDARG00000037777,STK16,ENSDARG00000037777,stk16
ENSDARG00000003320,FAM91A1,ENSDARG00000003320,fam91a1
ENSDARG00000051962,MMP15,ENSDARG00000051962,mmp15a
ENSDARG00000004306,KLHL18,ENSDARG00000004306,klhl18
ENSDARG00000068678,IQCG,ENSDARG00000068678,iqcg
ENSDARG00000021115,SPATA6,ENSDARG00000021115,spata6
ENSDARG00000088366,ADH6,ENSDARG00000088366,zgc_77938
ENSDARG00000088366,ADH1A,ENSDARG00000088366,zgc_77938
ENSDARG00000088366,ADH7,ENSDARG00000088366,zgc_77938
ENSDARG00000088366,ADH1B,ENSDARG00000088366,zgc_77938
ENSDARG00000088366,ADH5,ENSDARG00000088366,zgc_77938
ENSDARG00000088366,ADH4,ENSDARG00000088366,zgc_77938
